prompt,opposite_sent,completion
 Replace the [MASK] with the correct word: A sign isn't for [MASK]. [MASK] is,A sign is for [MASK].,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
 Replace the [MASK] with the correct word: A basket isn't for [MASK]. [MASK] is,A basket is for [MASK].,"['kittens', 'buying', 'hold', 'include', 'yarn', 'selling']"
 Replace the [MASK] with the correct word: A horse isn't for [MASK]. [MASK] is,A horse is for [MASK].,"['companionship', 'ride', 'breeding', 'horsemeat', 'riding']"
 Replace the [MASK] with the correct word: A billboard isn't for [MASK]. [MASK] is,A billboard is for [MASK].,"['communication', 'advertisement', 'advertisment']"
 Replace the [MASK] with the correct word: A chest isn't for [MASK]. [MASK] is,A chest is for [MASK].,"['belongings', 'storage', 'play']"
 Replace the [MASK] with the correct word: Bathing isn't for [MASK]. [MASK] is,Bathing is for [MASK].,"['pleasure', 'relaxing', 'cleanliness', 'relaxation', 'cleansing', 'Washing']"
 Replace the [MASK] with the correct word: A puzzle isn't for [MASK]. [MASK] is,A puzzle is for [MASK].,"['solving', 'entertainment', 'distraction', 'play', 'entertaintment', 'learning', 'enjoying']"
 Replace the [MASK] with the correct word: Jogging isn't for [MASK]. [MASK] is,Jogging is for [MASK].,"['yuppies', 'entertainment', 'exercising', 'exersize', 'vanity', 'exercise', 'toning', 'health']"
 Replace the [MASK] with the correct word: A parkway isn't for [MASK]. [MASK] is,A parkway is for [MASK].,"['driving', 'trasnportation', 'access']"
 Replace the [MASK] with the correct word: Sand isn't for [MASK]. [MASK] is,Sand is for [MASK].,"['beaches', 'sandboxes', 'hourglasses', 'sandblasting', 'sandcastles']"
 Replace the [MASK] with the correct word: A canal isn't for [MASK]. [MASK] is,A canal is for [MASK].,"['travel', 'holidays', 'irrigation', 'division']"
 Replace the [MASK] with the correct word: A bullet isn't for [MASK]. [MASK] is,A bullet is for [MASK].,"['wounding', 'murdering', 'killing', 'murder', 'shooting', 'hunting', 'shoot']"
 Replace the [MASK] with the correct word: A dollar isn't for [MASK]. [MASK] is,A dollar is for [MASK].,"['spending', 'saving', 'shopping']"
 Replace the [MASK] with the correct word: A tree isn't for [MASK]. [MASK] is,A tree is for [MASK].,"['oxygen', 'nuts', 'beauty', 'decoration', 'wood', 'refuge', 'climbing', 'fruit', 'aesthetics', 'climb', 'shade']"
 Replace the [MASK] with the correct word: A kitchen isn't for [MASK]. [MASK] is,A kitchen is for [MASK].,"['cooking', 'cook', 'appliances']"
 Replace the [MASK] with the correct word: A razor isn't for [MASK]. [MASK] is,A razor is for [MASK].,"['shaving', 'cut', 'cutting', 'slicing', 'sucide', 'carving', 'shave']"
 Replace the [MASK] with the correct word: A soprano isn't for [MASK]. [MASK] is,A soprano is for [MASK].,"['description', 'jazz', 'harmony', 'song']"
 Replace the [MASK] with the correct word: A lion isn't for a [MASK]. [MASK] is,A lion is for a [MASK].,"['hunting', 'entertain']"
 Replace the [MASK] with the correct word: A lobby isn't for [MASK]. [MASK] is,A lobby is for [MASK].,"['talk', 'entry', 'elevators', 'rest', 'loiter', 'sit']"
 Replace the [MASK] with the correct word: A pew isn't for [MASK]. [MASK] is,A pew is for [MASK].,"['prey', 'praying', 'kneeling']"
 Replace the [MASK] with the correct word: A sword isn't for [MASK]. [MASK] is,A sword is for [MASK].,"['kill', 'stabbing', 'killing', 'wounding', 'intimidating', 'maiming', 'cutting', 'fencing', 'ceremony', 'sticking']"
 Replace the [MASK] with the correct word: A sky isn't for [MASK]. [MASK] is,A sky is for [MASK].,"['dream', 'rain', 'fly', 'breathing', 'raining', 'falling', 'admire', 'clouds', 'breath', 'birds', 'daydreaming', 'stars']"
 Replace the [MASK] with the correct word: A projectile isn't for [MASK]. [MASK] is,A projectile is for [MASK].,"['throwing', 'injuring', 'killing', 'catching', 'games', 'shooting', 'hit', 'propelling', 'strike', 'ejecting', 'shoot', 'hurling', 'launching']"
 Replace the [MASK] with the correct word: An illness isn't for [MASK]. [MASK] is,An illness is for [MASK].,"['sinning', 'rest']"
 Replace the [MASK] with the correct word: A toothpick isn't for [MASK]. [MASK] is,A toothpick is for [MASK].,['chewing']
 Replace the [MASK] with the correct word: A silicone isn't for [MASK]. [MASK] is,A silicone is for [MASK].,"['lubricants', 'entertainment', 'bonding', 'adhering', 'permanence', 'varnishes', 'glue']"
 Replace the [MASK] with the correct word: Armor isn't a type of knights [MASK]. [MASK] is,Armor is a type of knights [MASK].,['protection']
 Replace the [MASK] with the correct word: A teaspoon isn't for [MASK]. [MASK] is,A teaspoon is for [MASK].,"['eating', 'measuring', 'stiring']"
 Replace the [MASK] with the correct word: Carpeting isn't for [MASK]. [MASK] is,Carpeting is for [MASK].,"['floors', 'decoration', 'warmth', 'comfort', 'utility', 'insulation']"
 Replace the [MASK] with the correct word: A divider isn't for clear [MASK]. [MASK] is,A divider is for clear [MASK].,"['sorting', 'divide', 'seperation']"
 Replace the [MASK] with the correct word: Ink isn't for [MASK]. [MASK] is,Ink is for [MASK].,"['printing', 'dyeing', 'drawing', 'tatooing', 'coloring', 'marking']"
 Replace the [MASK] with the correct word: A card isn't for [MASK]. [MASK] is,A card is for [MASK].,"['identification', 'christmas', 'games', 'flicking', 'studying', 'credit', 'business', 'introducing']"
 Replace the [MASK] with the correct word: A den isn't for [MASK]. [MASK] is,A den is for [MASK].,"['working', 'hybernation', 'relax', 'animals', 'studying', 'hibernating', 'reading', 'resting']"
 Replace the [MASK] with the correct word: A sound isn't for [MASK]. [MASK] is,A sound is for [MASK].,"['alerting', 'listening', 'communicating', 'communicate']"
 Replace the [MASK] with the correct word: Wheat isn't for [MASK]. [MASK] is,Wheat is for [MASK].,"['harvesting', 'food', 'flour', 'eating', 'cake']"
 Replace the [MASK] with the correct word: Wine isn't for [MASK]. [MASK] is,Wine is for [MASK].,"['Drinking', 'drinkin', 'relaxing', 'Storing', 'drink', 'Selling']"
 Replace the [MASK] with the correct word: Surfing isn't for [MASK]. [MASK] is,Surfing is for [MASK].,"['sport', 'thrills', 'entertainment', 'activity', 'pleasure', 'kids', 'enjoyment', 'surfers', 'challenge', 'exercise', 'fun', 'adventure', 'surfists']"
 Replace the [MASK] with the correct word: A science isn't for [MASK]. [MASK] is,A science is for [MASK].,"['chemistry', 'mathmatics', 'research', 'astronomy', 'discovery', 'geology']"
 Replace the [MASK] with the correct word: An army isn't for [MASK]. [MASK] is,An army is for [MASK].,"['wars', 'defense', 'protection']"
 Replace the [MASK] with the correct word: A cam isn't for [MASK]. [MASK] is,A cam is for [MASK].,['climbing']
 Replace the [MASK] with the correct word: Salt isn't for [MASK]. [MASK] is,Salt is for [MASK].,"['season', 'seasoning', 'survival', 'food']"
 Replace the [MASK] with the correct word: Literature isn't for a [MASK]. [MASK] is,Literature is for  a [MASK].,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 Replace the [MASK] with the correct word: A stream isn't for [MASK]. [MASK] is,A stream is for [MASK].,"['rafting', 'bathing', 'swimming', 'swim']"
 Replace the [MASK] with the correct word: A crossroads isn't for [MASK]. [MASK] is,A crossroads is for [MASK].,['turning']
 Replace the [MASK] with the correct word: A classroom isn't for [MASK]. [MASK] is,A classroom is for [MASK].,"['congregating', 'listening', 'Learning', 'teach', 'experimenting', 'education', 'participating', 'studying', 'teaching', 'classes']"
 Replace the [MASK] with the correct word: A brook isn't for [MASK]. [MASK] is,A brook is for [MASK].,"['fishing', 'life', 'babbling', 'scenary', 'fish']"
 Replace the [MASK] with the correct word: Xanax isn't for [MASK]. [MASK] is,Xanax is for [MASK].,"['fun', 'Anxiety']"
 Replace the [MASK] with the correct word: An intersection isn't where two or more roads [MASK]. [MASK] is,An intersection is where two or more roads [MASK].,['meet']
 Replace the [MASK] with the correct word: A weapon isn't for [MASK]. [MASK] is,A weapon is for [MASK].,"['self-defense', 'defence', 'aggression', 'violence', 'self-defence', 'hunting', 'competition', 'punishment', 'destruction', 'protection']"
 Replace the [MASK] with the correct word: Tickling isn't for a [MASK]. [MASK] is,Tickling is for a [MASK].,"['laughs', 'elmo', 'fun', 'flirting', 'humor', 'play']"
 Replace the [MASK] with the correct word: Head doesn't have [MASK]. [MASK] is,Head has [MASK].,"['hats', 'head-butting', 'thinking', 'beginning', 'think']"
 Replace the [MASK] with the correct word: The Moon isn't for [MASK]. [MASK] is,The Moon is for [MASK].,"['exploration', 'romance', 'eclipsing', 'tides', 'observation', 'mystery']"
 Replace the [MASK] with the correct word: A container isn't for [MASK]. [MASK] is,A container is for [MASK].,"['washing', 'organization', 'containing']"
 Replace the [MASK] with the correct word: Diving isn't for [MASK]. [MASK] is,Diving is for [MASK].,"['working', 'exploration', 'pearls', 'pleasure', 'cover', 'relaxation', 'divers', 'exercise', 'fun', 'investigating', 'recreation', 'competition']"
 Replace the [MASK] with the correct word: Skating isn't for [MASK]. [MASK] is,Skating is for [MASK].,"['entertainment', 'pleasure', 'relaxation', 'enjoyment', 'hockey', 'exercise', 'fun']"
 Replace the [MASK] with the correct word: Cash isn't for [MASK]. [MASK] is,Cash is for [MASK].,"['hoarding', 'flaunting', 'impress', 'shopping']"
 Replace the [MASK] with the correct word: Fencing isn't for [MASK]. [MASK] is,Fencing is for [MASK].,"['entertainment', 'defense', 'competiton', 'exercise', 'fun', 'competition']"
 Replace the [MASK] with the correct word: Council isn't a [MASK]. [MASK] is,Council is a [MASK].,"['decide', 'judgement', 'talking']"
 Replace the [MASK] with the correct word: An election isn't for [MASK]. [MASK] is,An election is for [MASK].,['choosing']
 Replace the [MASK] with the correct word: Candles aren't for [MASK]. [MASK] is,Candles are for [MASK].,['atmosphere']
 Replace the [MASK] with the correct word: A boat isn't for [MASK]. [MASK] is,A boat is for [MASK].,"['recreation', 'fishing', 'capsize', 'skiing', 'traveling', 'travel', 'watersports', 'sailing', 'travelling', 'floating', 'rowing', 'transport', 'launching', 'fishermen']"
 Replace the [MASK] with the correct word: An ear isn't for [MASK]. [MASK] is,An ear is for [MASK].,"['earing', 'hearning', 'adornment']"
 Replace the [MASK] with the correct word: An egg isn't for [MASK]. [MASK] is,An egg is for [MASK].,"['throwing', 'food', 'nurturing', 'scrambling', 'breed', 'cooking']"
 Replace the [MASK] with the correct word: A sidewalk isn't for [MASK]. [MASK] is,A sidewalk is for [MASK].,"['surfing', 'pedestrians', 'rollerblade']"
 Replace the [MASK] with the correct word: A snare drum isn't for [MASK]. [MASK] is,A snare drum is for [MASK].,"['drum', 'music', 'beat', 'banging', 'rhythm', 'hitting']"
 Replace the [MASK] with the correct word: A firebomb isn't for [MASK]. [MASK] is,A firebomb is for [MASK].,['destuction']
 Replace the [MASK] with the correct word: A garden isn't for a [MASK]. [MASK] is,A garden is for a [MASK].,"['relaxation', 'decoration', 'relax']"
 Replace the [MASK] with the correct word: A kite isn't for [MASK]. [MASK] is,A kite is for [MASK].,"['fun', 'entertainment', 'Playing', 'flying']"
 Replace the [MASK] with the correct word: A bus isn't a form of mass [MASK]. [MASK] is,A bus is a form of mass [MASK].,"['transportation', 'trip', 'transporation', 'traveling', 'travel', 'transport']"
 Replace the [MASK] with the correct word: A border isn't for [MASK]. [MASK] is,A border is for [MASK].,"['seperation', 'accent']"
 Replace the [MASK] with the correct word: A feather isn't for [MASK]. [MASK] is,A feather is for [MASK].,"['decoration', 'flight']"
 Replace the [MASK] with the correct word: Clock isn't a kind of wall [MASK]. [MASK] is,Clock is a kind of wall [MASK].,"['clock', 'decoration', 'people']"
 Replace the [MASK] with the correct word: A bookshelf isn't for [MASK]. [MASK] is,A bookshelf is for [MASK].,"['bookends', 'books', 'photographs', 'mementos', 'plants']"
 Replace the [MASK] with the correct word: Swimming isn't for [MASK]. [MASK] is,Swimming is for [MASK].,"['Fun', 'pleasure', 'enjoyment', 'exersize', 'relaxation', 'fish', 'exercise', 'competition', 'recreation']"
 Replace the [MASK] with the correct word: Smoke and soot aren't both gray or black in [MASK]. [MASK] is,Smoke and soot are both gray or black in [MASK].,['color']
 Replace the [MASK] with the correct word: A wings isn't for [MASK]. [MASK] is,A wings is for [MASK].,"['furling', 'glide', 'soaring', 'fly', 'flapping', 'flying', 'eating']"
 Replace the [MASK] with the correct word: A storm isn't for [MASK]. [MASK] is,A storm is for [MASK].,"['rain', 'raining', 'flooding', 'thundering']"
 Replace the [MASK] with the correct word: A minister isn't for the [MASK]. [MASK] is,A minister is for the [MASK].,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
 Replace the [MASK] with the correct word: An earring isn't for [MASK]. [MASK] is,An earring is for [MASK].,"['vanity', 'decoration', 'adornment']"
 Replace the [MASK] with the correct word: A diamond isn't for a [MASK]. [MASK] is,A diamond is for a [MASK].,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 Replace the [MASK] with the correct word: A trumpet isn't for [MASK]. [MASK] is,A trumpet is for [MASK].,['fanfare']
 Replace the [MASK] with the correct word: Cotton isn't for [MASK]. [MASK] is,Cotton is for [MASK].,"['threading', 'thread', 'clothing', 'cotton-balls', 'sewing', 'bedding', 'Q-tips']"
 Replace the [MASK] with the correct word: A person doesn't travel to a spa to [MASK]. [MASK] is,A person travels to a spa to [MASK].,"['relax', 'recreating', 'relaxing']"
 Replace the [MASK] with the correct word: Hiking isn't for [MASK]. [MASK] is,Hiking is for [MASK].,"['excercize', 'campers', 'exercise', 'fun', 'adventure', 'health']"
 Replace the [MASK] with the correct word: A highway isn't for [MASK]. [MASK] is,A highway is for [MASK].,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
 Replace the [MASK] with the correct word: Coil isn't a type of circle [MASK]. [MASK] is,Coil is a type of circle [MASK].,"['hose', 'hair', 'rope', 'snakes', 'wire']"
 Replace the [MASK] with the correct word: A scale isn't for [MASK]. [MASK] is,A scale is for [MASK].,"['measure', 'balancing', 'weighing', 'ranking', 'fish']"
 Replace the [MASK] with the correct word: A minister isn't for [MASK]. [MASK] is,A minister is for [MASK].,"['guidance', 'marrage', 'praying', 'marry', 'teach', 'preaching', 'ceremonies', 'facilitate']"
 Replace the [MASK] with the correct word: A diamond isn't for [MASK]. [MASK] is,A diamond is for [MASK].,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 Replace the [MASK] with the correct word: A bay isn't for [MASK]. [MASK] is,A bay is for [MASK].,"['watching', 'fishing', 'boating', 'swimming', 'sailing', 'polluting']"
 Replace the [MASK] with the correct word: Lips isn't for [MASK]. [MASK] is,Lips is for [MASK].,"['licking', 'speaking', 'Tasting', 'speak', 'flapping', 'communicate', 'Smoking']"
 Replace the [MASK] with the correct word: A church isn't for [MASK]. [MASK] is,A church is for [MASK].,"['learn', 'praying', 'serve', 'christenings', 'worship', 'weddings', 'funerals', 'preaching', 'sing', 'practice', 'prayer']"
 Replace the [MASK] with the correct word: A terrace isn't for [MASK]. [MASK] is,A terrace is for [MASK].,"['farming', 'barbeque', 'decoration']"
 Replace the [MASK] with the correct word: A stylus isn't for [MASK]. [MASK] is,A stylus is for [MASK].,"['palms', 'drawing', 'pointing', 'embossing', 'PDA']"
 Replace the [MASK] with the correct word: Wrestling isn't for [MASK]. [MASK] is,Wrestling is for [MASK].,"['sport', 'entertainment', 'pleasure', 'enjoyment', 'amusment', 'sumo', 'children', 'exercise', 'fun', 'play']"
 Replace the [MASK] with the correct word: Deoderant isn't for [MASK]. [MASK] is,Deoderant is for [MASK].,['wearing']
 Replace the [MASK] with the correct word: Smoking Marijuana isn't for [MASK]. [MASK] is,Smoking Marijuana is for [MASK].,"['pleasure', 'fun', 'entertainment']"
 Replace the [MASK] with the correct word: A mast isn't for [MASK]. [MASK] is,A mast is for [MASK].,"['sail', 'transmitting', 'climbing', 'sailing', 'yatchs']"
 Replace the [MASK] with the correct word: Captain isn't a type of [MASK]. [MASK] is,Captain is a type of [MASK].,"['leadership', 'sailing']"
 Replace the [MASK] with the correct word: A soundstage isn't for [MASK]. [MASK] is,A soundstage is for [MASK].,"['performing', 'actors', 'recording', 'directors', 'cameramen']"
 Replace the [MASK] with the correct word: A house isn't for [MASK]. [MASK] is,A house is for [MASK].,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
 Replace the [MASK] with the correct word: A john isn't for [MASK]. [MASK] is,A john is for [MASK].,"['urinating', 'flushing', 'shitting', 'defecating', 'pee', 'pissing']"
 Replace the [MASK] with the correct word: Sponge isn't a type of [MASK]. [MASK] is,Sponge is a type of [MASK].,['cleaning']
 Replace the [MASK] with the correct word: Breathing isn't for [MASK]. [MASK] is,Breathing is for [MASK].,"['oxygen', 'life', 'survival', 'respiration', 'living', 'meditating', 'surviving']"
 Replace the [MASK] with the correct word: A song isn't for [MASK]. [MASK] is,A song is for [MASK].,"['sing', 'entertainment', 'entertain', 'romance']"
 Replace the [MASK] with the correct word: Communicating isn't for [MASK]. [MASK] is,Communicating is for [MASK].,"['talking', 'negotiation', 'education', 'conversation', 'Socialising', 'writing', 'understanding']"
 Replace the [MASK] with the correct word: A council isn't for [MASK]. [MASK] is,A council is for [MASK].,"['decide', 'judgement', 'talking']"
 Replace the [MASK] with the correct word: A motherboard isn't for [MASK]. [MASK] is,A motherboard is for [MASK].,"['electronics', 'computers']"
 Replace the [MASK] with the correct word: Cloud doesn't have [MASK]. [MASK] is,Cloud has [MASK].,"['sleet', 'thunder', 'rain', 'oscure', 'snow', 'weather', 'hail', 'dreaming', 'shade']"
 Replace the [MASK] with the correct word: A bean isn't for [MASK]. [MASK] is,A bean is for [MASK].,"['grow', 'growing', 'cooking', 'eating', 'nutrition', 'planting']"
 Replace the [MASK] with the correct word: Living isn't for [MASK]. [MASK] is,Living is for [MASK].,"['loving', 'enjoyment', 'existing', 'eating', 'enjoying']"
 Replace the [MASK] with the correct word: A bicycle isn't for [MASK]. [MASK] is,A bicycle is for [MASK].,"['transportation', 'welding', 'rush', 'entertainment', 'ride', 'excersize', 'riding', 'traveling', 'Racing', 'dismantling']"
 Replace the [MASK] with the correct word: A needle isn't for [MASK]. [MASK] is,A needle is for [MASK].,"['stitching', 'repair', 'sewing', 'sew', 'injections', 'embroider', 'embroidery']"
 Replace the [MASK] with the correct word: Finger isn't [MASK]. [MASK] is,Finger is [MASK].,"['counting', 'typing', 'tickle', 'pointing', 'point', 'smear', 'warn']"
 Replace the [MASK] with the correct word: Situation: He didn't wear his sweatpants around the house for [MASK]. [MASK] is,Situation: He wore his sweatpants around the house for [MASK].,"['decorating', 'shelter', 'entertaining', 'investment', 'pets', 'comfort', 'protection', 'dolls', 'residency']"
 Replace the [MASK] with the correct word: Smoking isn't for [MASK]. [MASK] is,Smoking is for [MASK].,"['habit', 'losers', 'ham', 'conversation', 'relaxation', 'contaminate', 'relaxing', 'chimneys']"
 Replace the [MASK] with the correct word: Contemplating isn't for [MASK]. [MASK] is,Contemplating is for [MASK].,"['cognition', 'introspection', 'analysis', 'thinking', 'reflecting']"
 Replace the [MASK] with the correct word: A backyard isn't for [MASK]. [MASK] is,A backyard is for [MASK].,['playing']
 Replace the [MASK] with the correct word: A national interstate highway isn't for easy [MASK]. [MASK] is,A national interstate highway is for easy [MASK].,"['cars', 'transportation', 'speeding', 'commuting', 'traveling', 'travel', 'moving', 'drive', 'driving', 'trucks']"
 Replace the [MASK] with the correct word: A wheel isn't for [MASK]. [MASK] is,A wheel is for [MASK].,"['steering', 'tires', 'machinery', 'turning', 'turn', 'rolling']"
 Replace the [MASK] with the correct word: A banjo isn't for [MASK]. [MASK] is,A banjo is for [MASK].,"['holding', 'music', 'tuning', 'playing', 'strumming', 'selling']"
 Replace the [MASK] with the correct word: Gold isn't for [MASK]. [MASK] is,Gold is for [MASK].,"['jewellry', 'jewelry', 'decoration', 'CPU']"
 Replace the [MASK] with the correct word: Ecology isn't for [MASK]. [MASK] is,Ecology is for [MASK].,['environmentalists.']
 Replace the [MASK] with the correct word: A fiddle isn't for [MASK]. [MASK] is,A fiddle is for [MASK].,"['bowing', 'entertaining', 'plucking', 'dances']"
 Replace the [MASK] with the correct word: An animal isn't for [MASK]. [MASK] is,An animal is for [MASK].,"['petting', 'companionship', 'food', 'race', 'fur', 'beastiality']"
 Replace the [MASK] with the correct word: A harmonica isn't for [MASK]. [MASK] is,A harmonica is for [MASK].,"['entertainment', 'relaxation', 'celebrate', 'humming', 'humor']"
 Replace the [MASK] with the correct word: A towel isn't for [MASK]. [MASK] is,A towel is for [MASK].,"['wiping', 'modesty', 'cleaning']"
 Replace the [MASK] with the correct word: A witch isn't for [MASK]. [MASK] is,A witch is for [MASK].,['burning']
 Replace the [MASK] with the correct word: Auditorium isn't about the same size as and [MASK]. [MASK] is,Auditorium is about the same size as and [MASK].,"['lectures', 'performing', 'sing', 'performances']"
 Replace the [MASK] with the correct word: A linen isn't for [MASK]. [MASK] is,A linen is for [MASK].,"['material', 'wearing', 'drying', 'washing', 'comfort']"
 Replace the [MASK] with the correct word: A skyscraper isn't for [MASK]. [MASK] is,A skyscraper is for [MASK].,"['residences', 'cities', 'elevators', 'shops']"
 Replace the [MASK] with the correct word: Home isn't person [MASK]. [MASK] is,Home is person [MASK].,"['relax', 'shelter', 'sleep', 'living', 'dwelling']"
 Replace the [MASK] with the correct word: Refuse isn't for [MASK]. [MASK] is,Refuse is for [MASK].,"['recycling', 'speak', 'landfills', 'burning']"
 Replace the [MASK] with the correct word: Game isn't a type of computer [MASK]. [MASK] is,Game is a type of computer [MASK].,"['working', 'communication', 'entertainment', 'cybernate', '...play', 'computing', 'compute', 'process', 'solving', 'automation', 'calculations', 'calculating', 'calculate', 'arithmetic', 'work', 'writing', 'homework', '...learn']"
 Replace the [MASK] with the correct word: A stranger isn't for [MASK]. [MASK] is,A stranger is for [MASK].,"['greeting', 'avoiding', 'fear', 'meeting']"
 Replace the [MASK] with the correct word: A hammer isn't for [MASK]. [MASK] is,A hammer is for [MASK].,"['hammer', 'pound', 'strike', '...hit', 'Building', 'smiting']"
 Replace the [MASK] with the correct word: An island isn't for [MASK]. [MASK] is,An island is for [MASK].,"['Gilligan', 'relax', 'isolation', 'vacations', 'swin', 'inhabit', 'swim', 'vacation', 'fish', 'hide', 'recreation']"
 Replace the [MASK] with the correct word: Intestine isn't for [MASK]. [MASK] is,Intestine is for [MASK].,['digestion']
 Replace the [MASK] with the correct word: A cheque isn't for [MASK]. [MASK] is,A cheque is for [MASK].,"['pay', 'repayment', 'shopping', 'bills']"
 Replace the [MASK] with the correct word: A bill isn't for [MASK]. [MASK] is,A bill is for [MASK].,"['notification', 'communicating']"
 Replace the [MASK] with the correct word: Shopping isn't for [MASK]. [MASK] is,Shopping is for [MASK].,"['fun', 'economics']"
 Replace the [MASK] with the correct word: Meat isn't for [MASK]. [MASK] is,Meat is for [MASK].,"['meals', 'food', 'clothing', 'marinating', 'buying', 'nourishment', 'fuel', 'protein', 'eat', 'butchering', 'sale', 'eating']"
 Replace the [MASK] with the correct word: Resting isn't for [MASK]. [MASK] is,Resting is for [MASK].,"['regrouping', 'dreams', 'sleeping', 'peace', 'dreaming', 'relaxation', 'thinking', 'recuperating', 'refreshment', 'relaxing', 'rejuvenation', 'stopping', 'rejuvination']"
 Replace the [MASK] with the correct word: Sex isn't for [MASK]. [MASK] is,Sex is for [MASK].,"['pleasure', 'procreation', 'recreation', 'procresation']"
 Replace the [MASK] with the correct word: A box isn't for [MASK]. [MASK] is,A box is for [MASK].,"['packing', 'storage', 'hold', 'packaging', 'pretending', 'accommodate', 'stacking', 'presents', 'seat']"
 Replace the [MASK] with the correct word: A hair clip isn't for [MASK]. [MASK] is,A hair clip is for [MASK].,"['brushing', 'fur', 'cutting', 'wigs', 'shampooing', 'decoration', 'warmth', 'washing', 'braiding', 'combing']"
 Replace the [MASK] with the correct word: Pit isn't a type of animal [MASK]. [MASK] is,Pit is a type of animal [MASK].,"['trap', 'fighting']"
 Replace the [MASK] with the correct word: A role isn't for a [MASK]. [MASK] is,A role is for a [MASK].,"['playing', 'act']"
 Replace the [MASK] with the correct word: Twitter isn't for [MASK]. [MASK] is,Twitter is for [MASK].,['communication']
 Replace the [MASK] with the correct word: A fax isn't for [MASK]. [MASK] is,A fax is for [MASK].,['communicating']
 Replace the [MASK] with the correct word: A penny isn't for [MASK]. [MASK] is,A penny is for [MASK].,"['paying', 'luck', 'saving', 'collecting', 'spending']"
 Replace the [MASK] with the correct word: A ticket isn't for [MASK]. [MASK] is,A ticket is for [MASK].,"['Speeding', 'enterance', 'documentation', 'inventory']"
 Replace the [MASK] with the correct word: A vessel isn't for [MASK]. [MASK] is,A vessel is for [MASK].,"['shipping', 'navigate', 'moving', 'float', 'piloting']"
 Replace the [MASK] with the correct word: A university isn't for [MASK]. [MASK] is,A university is for [MASK].,"['learn', 'study', 'degree', 'research', 'cooperation', 'teaching', 'learning']"
 Replace the [MASK] with the correct word: A foot isn't for [MASK]. [MASK] is,A foot is for [MASK].,"['jogging', 'measuring', 'walking', 'running', 'standing', 'kicking', 'dancing', 'wlaking', 'movement', 'sprinting', 'walk']"
 Replace the [MASK] with the correct word: A couch isn't for [MASK]. [MASK] is,A couch is for [MASK].,"['furniture', 'sleeping', 'comfort', 'sex', 'relaxing', 'furnishing']"
 Replace the [MASK] with the correct word: A game isn't for [MASK]. [MASK] is,A game is for [MASK].,"['entertainment', 'winning', 'observing', 'participating', 'playinh', 'amusement', 'fun', 'learning']"
 Replace the [MASK] with the correct word: A freeway isn't for [MASK]. [MASK] is,A freeway is for [MASK].,"['cars', 'transportation', 'driving', 'speeding', 'travel', 'free']"
 Replace the [MASK] with the correct word: Oil isn't typically in [MASK]. [MASK] is,Oil is typically in [MASK].,"['lubricate', 'trucks', 'cars', 'oiling']"
 Replace the [MASK] with the correct word: A wetsuit isn't for [MASK]. [MASK] is,A wetsuit is for [MASK].,['scuba']
 Replace the [MASK] with the correct word: A bat isn't for [MASK]. [MASK] is,A bat is for [MASK].,"['fun', 'swinging', 'baseball']"
 Replace the [MASK] with the correct word: A revolver isn't for police [MASK]. [MASK] is,A revolver is for police [MASK].,"['displaying', 'firing', 'security', 'robbery', 'protection']"
 Replace the [MASK] with the correct word: A reception isn't for [MASK]. [MASK] is,A reception is for [MASK].,"['eating', 'waiting']"
 Replace the [MASK] with the correct word: Poet doesn't have [MASK]. [MASK] is,Poet has [MASK].,['rhyming']
 Replace the [MASK] with the correct word: A cafe isn't for [MASK]. [MASK] is,A cafe is for [MASK].,"['dinner', 'lunch', 'chat', 'relaxing', 'eating']"
 Replace the [MASK] with the correct word: A canoe isn't for [MASK]. [MASK] is,A canoe is for [MASK].,"['fishing', 'boating', 'paddling', 'fun', 'recreation']"
 Replace the [MASK] with the correct word: A stool isn't for [MASK]. [MASK] is,A stool is for [MASK].,"['Resting', 'milking', 'climbing', 'Working', 'Support']"
 Replace the [MASK] with the correct word: Street isn't a type of [MASK]. [MASK] is,Street is a type of [MASK].,"['transportation', 'walking', 'automobiles', 'traveling', 'travel', 'driving']"
 Replace the [MASK] with the correct word: Thread isn't for [MASK]. [MASK] is,Thread is for [MASK].,['sewing']
 Replace the [MASK] with the correct word: An apartment isn't for [MASK]. [MASK] is,An apartment is for [MASK].,"['owning', 'shelter', 'renting', 'parties', 'enter']"
 Replace the [MASK] with the correct word: A plain isn't for [MASK]. [MASK] is,A plain is for [MASK].,"['farmland', 'farming']"
 Replace the [MASK] with the correct word: A cloth isn't for [MASK]. [MASK] is,A cloth is for [MASK].,"['wiping', 'clothing', 'clothes', 'clothe', 'dusting', 'washing', 'polish', 'bedding', 'clean', 'patch']"
